MAT,MAP,SOC,Soil_total_N,Wheat_type,N_rate,Animal_manure,Topdressing,Irrigation,DFA,EFFs,Straw_incorporation,Wheat_cultivar,Soil_tillage,Crop_cultivation,Yield,N_surplus
14.4 ,566 ,7.4 ,1.0 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.46 ,19 
14.4 ,566 ,7.4 ,1.0 ,Winter,225,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.34 ,52 
14.4 ,566 ,7.4 ,1.0 ,Winter,225,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.71 ,42 
14.4 ,566 ,7.4 ,1.0 ,Winter,225,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.49 ,48 
14.4 ,566 ,7.4 ,1.0 ,Winter,255,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.01 ,92 
14.4 ,566 ,7.4 ,1.0 ,Winter,255,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.91 ,95 
14.4 ,566 ,7.4 ,1.0 ,Winter,255,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.14 ,88 
14.2 ,584 ,5.3 ,0.8 ,Winter,195,0,No,Yes,No,No,No,New,Traditional,Traditional,4.02 ,117 
14.2 ,584 ,5.3 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.50 ,104 
14.2 ,584 ,5.3 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.48 ,104 
14.2 ,584 ,5.3 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.35 ,108 
14.2 ,584 ,5.3 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.15 ,114 
14.5 ,554 ,5.6 ,0.8 ,Winter,195,0,No,Yes,No,No,No,New,Traditional,Traditional,4.55 ,102 
14.5 ,554 ,5.6 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.56 ,73 
14.5 ,554 ,5.6 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.55 ,74 
14.5 ,554 ,5.6 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.53 ,74 
14.5 ,554 ,5.6 ,0.8 ,Winter,195,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.60 ,101 
13.2 ,770 ,6.6 ,0.7 ,Winter,168.75,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.39 ,46 
13.2 ,770 ,6.6 ,0.7 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.18 ,79 
13.2 ,770 ,6.6 ,0.7 ,Winter,281.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.83 ,117 
13.2 ,770 ,6.6 ,0.7 ,Winter,168.75,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.39 ,-12 
13.2 ,770 ,6.6 ,0.7 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.63 ,38 
13.2 ,770 ,6.6 ,0.7 ,Winter,281.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.72 ,92 
13.2 ,770 ,6.6 ,0.7 ,Winter,168.75,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.05 ,55 
13.2 ,770 ,6.6 ,0.7 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.83 ,89 
13.2 ,770 ,6.6 ,0.7 ,Winter,281.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.84 ,117 
13.2 ,770 ,6.6 ,0.7 ,Winter,168.75,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.45 ,-13 
13.2 ,770 ,6.6 ,0.7 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.83 ,32 
13.2 ,770 ,6.6 ,0.7 ,Winter,281.25,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.90 ,86 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,No,Yes,No,Yes,New,Traditional,Traditional,7.14 ,13 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,No,Yes,No,Yes,New,Traditional,Traditional,7.14 ,13 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,No,Yes,No,Yes,New,Traditional,Traditional,7.14 ,13 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,No,Yes,No,Yes,New,Traditional,Traditional,7.14 ,13 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,7.32 ,8 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,7.98 ,-11 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,7.67 ,-2 
14.6 ,703 ,12.7 ,1.0 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,7.07 ,15 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.98 ,31 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.28 ,-6 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.21 ,-4 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.05 ,1 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.10 ,-1 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.40 ,-9 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.45 ,-11 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.94 ,4 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.39 ,-9 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.22 ,-4 
14.6 ,658 ,6.9 ,0.9 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.12 ,-1 
13.1 ,465 ,10.7 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.67 ,-5 
13.1 ,465 ,10.7 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.36 ,4 
13.1 ,465 ,10.7 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.93 ,16 
13.1 ,465 ,10.7 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.76 ,21 
13.2 ,607 ,7.5 ,1.0 ,Winter,204.57,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.62 ,104 
13.2 ,607 ,7.5 ,1.0 ,Winter,204.075,102.285,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.68 ,204 
13.2 ,607 ,7.5 ,1.0 ,Winter,101.79,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,2.67 ,57 
13.2 ,607 ,7.5 ,1.0 ,Winter,203.58,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,2.92 ,151 
13.2 ,607 ,7.5 ,1.0 ,Winter,305.37,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,3.62 ,233 
13.2 ,607 ,7.5 ,1.0 ,Winter,407.16,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.54 ,308 
13.8 ,609 ,8.8 ,1.0 ,Winter,135,0,Yes,Yes,No,No,No,New,Optimized,Traditional,4.57 ,42 
13.8 ,609 ,8.8 ,1.0 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,5.29 ,21 
13.8 ,609 ,8.8 ,1.0 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Optimized,Traditional,5.25 ,22 
13.8 ,609 ,8.8 ,1.0 ,Winter,135,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.80 ,35 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.22 ,128 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.17 ,130 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.23 ,128 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.04 ,105 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.50 ,120 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.07 ,104 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.26 ,98 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.77 ,112 
13.8 ,609 ,7.8 ,1.0 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.87 ,81 
14.2 ,595 ,7.7 ,1.1 ,Winter,135,0,Yes,Yes,No,No,No,Old,Optimized,Traditional,4.57 ,42 
14.2 ,595 ,7.7 ,1.1 ,Winter,135,0,Yes,Yes,No,No,Yes,Old,Optimized,Optimized,5.29 ,21 
14.2 ,595 ,7.7 ,1.1 ,Winter,135,0,Yes,Yes,No,No,Yes,Old,Optimized,Optimized,5.25 ,22 
14.2 ,595 ,7.7 ,1.1 ,Winter,135,0,Yes,Yes,No,No,No,Old,Traditional,Traditional,4.80 ,35 
15.9 ,1001 ,11.4 ,1.0 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.55 ,31 
15.9 ,1001 ,11.4 ,1.0 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.66 ,28 
15.9 ,1001 ,11.4 ,1.0 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.74 ,26 
15.9 ,1001 ,11.4 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.69 ,88 
15.9 ,1001 ,11.4 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.80 ,85 
15.9 ,1001 ,11.4 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.02 ,79 
15.9 ,1001 ,9.6 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.66 ,28 
15.9 ,1001 ,9.6 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.87 ,23 
15.9 ,1001 ,9.6 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.71 ,27 
15.9 ,1001 ,9.6 ,0.9 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.02 ,79 
15.9 ,1001 ,9.6 ,0.9 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.15 ,75 
15.9 ,1001 ,9.6 ,0.9 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.09 ,77 
15.4 ,906 ,5.8 ,0.8 ,Winter,210,0,No,Yes,No,No,No,New,Traditional,Traditional,6.46 ,82 
15.4 ,906 ,5.8 ,0.8 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.40 ,73 
15.4 ,906 ,5.8 ,0.8 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.36 ,61 
15.4 ,906 ,5.8 ,0.8 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.89 ,55 
15.4 ,906 ,10.5 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.92 ,61 
15.4 ,906 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.28 ,75 
15.4 ,906 ,10.5 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.07 ,103 
15.4 ,906 ,10.5 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.00 ,44 
15.4 ,906 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.49 ,52 
15.4 ,906 ,10.5 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.33 ,78 
15.4 ,906 ,10.5 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.49 ,36 
15.4 ,906 ,10.5 ,1.1 ,Winter,210,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.95 ,49 
15.4 ,906 ,10.5 ,1.1 ,Winter,240,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.82 ,72 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Optimized,Traditional,7.50 ,11 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.21 ,19 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.98 ,25 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.71 ,33 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Optimized,Traditional,6.34 ,43 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.88 ,55 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Optimized,Traditional,5.39 ,68 
15.6 ,955 ,12.5 ,1.0 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.93 ,81 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,Yes,Yes,No,No,New,Traditional,Traditional,8.39 ,-98 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.32 ,-67 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.77 ,-51 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,No,Yes,No,No,New,Traditional,Traditional,8.08 ,-89 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,No,No,No,No,New,Traditional,Traditional,7.27 ,-66 
14.8 ,580 ,5.2 ,1.1 ,Winter,105,0,Yes,No,No,No,No,New,Traditional,Traditional,6.76 ,-51 
8.0 ,171 ,6.3 ,0.7 ,Spring,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.70 ,-18 
8.0 ,171 ,6.3 ,0.7 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.03 ,33 
8.0 ,171 ,6.3 ,0.7 ,Spring,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.71 ,40 
8.0 ,171 ,6.3 ,0.7 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,2.96 ,122 
8.0 ,171 ,6.3 ,0.7 ,Spring,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.76 ,39 
8.0 ,171 ,6.3 ,0.7 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.33 ,111 
8.0 ,171 ,6.3 ,0.7 ,Spring,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.97 ,33 
8.0 ,171 ,6.3 ,0.7 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.42 ,109 
8.0 ,171 ,6.3 ,0.7 ,Spring,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.47 ,-11 
8.0 ,171 ,6.3 ,0.7 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.86 ,38 
15.1 ,959 ,6.5 ,0.9 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.86 ,-56 
15.1 ,959 ,6.5 ,0.9 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.37 ,34 
15.1 ,959 ,6.5 ,0.9 ,Winter,315,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.77 ,156 
15.1 ,959 ,6.5 ,0.9 ,Winter,105,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.66 ,-79 
15.1 ,959 ,6.5 ,0.9 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.45 ,3 
15.1 ,959 ,6.5 ,0.9 ,Winter,315,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.63 ,131 
7.7 ,170 ,9.1 ,1.0 ,Spring,241.5,0,No,No,No,No,Yes,New,Traditional,Traditional,6.72 ,6 
7.7 ,170 ,9.1 ,1.0 ,Spring,204,0,No,No,No,No,Yes,New,Traditional,Traditional,6.81 ,-40 
7.7 ,170 ,9.1 ,1.0 ,Spring,166.5,0,No,No,No,No,Yes,New,Traditional,Traditional,6.98 ,-96 
7.7 ,170 ,9.1 ,1.0 ,Spring,129,0,No,No,No,No,Yes,New,Traditional,Traditional,6.74 ,-88 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.08 ,164 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.08 ,164 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.08 ,164 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.45 ,154 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.45 ,154 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.62 ,149 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.19 ,161 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.19 ,161 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.19 ,161 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.53 ,152 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.54 ,151 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.58 ,150 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,6.61 ,178 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,6.61 ,178 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,6.61 ,178 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.23 ,160 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.65 ,148 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.89 ,141 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.37 ,156 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.37 ,156 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,No,No,No,No,New,Traditional,Traditional,7.37 ,156 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,No,No,No,New,Traditional,Traditional,7.68 ,147 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,Yes,No,No,New,Traditional,Traditional,8.19 ,133 
13.3 ,688 ,7.6 ,1.0 ,Winter,336,0,Yes,Yes,Yes,No,No,New,Traditional,Traditional,8.30 ,129 
17.7 ,1015 ,12.1 ,1.0 ,Winter,120,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.47 ,-40 
17.7 ,1015 ,12.1 ,1.0 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.51 ,-41 
17.7 ,1015 ,12.1 ,1.0 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.63 ,-44 
17.7 ,1015 ,12.1 ,1.0 ,Winter,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.57 ,18 
17.7 ,1015 ,12.1 ,1.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.72 ,13 
17.7 ,1015 ,12.1 ,1.0 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.01 ,6 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,No,New,Traditional,Traditional,5.55 ,82 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,Yes,New,Traditional,Traditional,5.87 ,73 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,Yes,New,Traditional,Traditional,6.82 ,48 
14.0 ,800 ,10.9 ,1.3 ,Winter,153,0,No,No,No,No,Yes,New,Traditional,Traditional,5.50 ,56 
14.0 ,800 ,10.9 ,1.3 ,Winter,126,0,No,No,No,No,Yes,New,Traditional,Traditional,4.95 ,44 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,No,New,Traditional,Traditional,5.55 ,82 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,Yes,New,Traditional,Traditional,5.87 ,73 
14.0 ,800 ,10.9 ,1.3 ,Winter,180,0,No,No,No,No,Yes,New,Traditional,Traditional,6.82 ,48 
14.0 ,800 ,10.9 ,1.3 ,Winter,153,0,No,No,No,No,Yes,New,Traditional,Traditional,5.50 ,56 
14.0 ,800 ,10.9 ,1.3 ,Winter,126,0,No,No,No,No,Yes,New,Traditional,Traditional,4.95 ,44 
15.3 ,986 ,8.8 ,1.6 ,Winter,204.66,0,No,No,No,No,Yes,New,Traditional,Traditional,5.42 ,81 
15.3 ,986 ,8.8 ,1.6 ,Winter,204.66,0,No,No,No,No,Yes,New,Traditional,Traditional,5.92 ,65 
15.3 ,986 ,8.8 ,1.6 ,Winter,204.56,0,No,No,No,No,Yes,New,Traditional,Traditional,6.33 ,55 
15.3 ,986 ,8.8 ,1.6 ,Winter,204.56,0,No,No,No,Yes,Yes,New,Traditional,Traditional,6.09 ,60 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.24 ,118 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.28 ,116 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,5.69 ,105 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,5.35 ,115 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.54 ,110 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.57 ,109 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.54 ,110 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,5.70 ,105 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.41 ,113 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.61 ,108 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.37 ,114 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.36 ,114 
14.9 ,826 ,18.9 ,1.1 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.62 ,107 
17.4 ,1100 ,7.8 ,0.8 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.08 ,17 
17.4 ,1100 ,7.8 ,0.8 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.38 ,54 
17.4 ,1100 ,7.8 ,0.8 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.18 ,104 
17.4 ,1100 ,7.8 ,0.8 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.34 ,145 
17.4 ,1100 ,7.8 ,0.8 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.29 ,11 
17.4 ,1100 ,7.8 ,0.8 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.35 ,54 
17.4 ,905 ,7.8 ,0.8 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.31 ,101 
17.4 ,905 ,7.8 ,0.8 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.45 ,142 
17.4 ,905 ,7.8 ,0.8 ,Winter,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.17 ,14 
17.4 ,905 ,7.8 ,0.8 ,Winter,135,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.68 ,46 
